scenario_id,agent_id,object_type,horizon_s,cv_ade,cv_fde,kf_ade,kf_fde,kf_uncertainty_final
371a64917512b4c9,7317,pedestrian,1.0,0.04663141597267121,0.06259568462209218,0.039133964979884014,0.05176847340688624,1.869754361654591
371a64917512b4c9,7326,pedestrian,1.0,0.016416450858909963,0.03260407839654946,0.024126245542201694,0.0471263097087464,1.869754361654591
371a64917512b4c9,7342,pedestrian,1.0,0.08364582657473311,0.09980030198638842,0.23284656963697117,0.33456835074771824,1.869754361654591
3a0389c235a0eaa1,1156,pedestrian,1.0,0.02628518743173363,0.03068067047640646,0.1820378511387538,0.25864495306908536,1.8697982495774224
3a79684106fe2fdf,1514,pedestrian,1.0,0.038679320729646374,0.05189666113266871,0.13476409857647134,0.17490889227190393,1.8697104722235813
3a79684106fe2fdf,1515,pedestrian,1.0,0.7455966924773401,1.5063035083325074,0.7653077588317041,1.455121055227119,1.8697104722235813
3a79684106fe2fdf,1519,pedestrian,1.0,0.41716644518266854,0.778259564192251,0.5192711991878295,0.8616550495481718,1.8697104722235813
3a79684106fe2fdf,1889,cyclist,1.0,0.09417149708700534,0.2304479418066831,0.0850507034883253,0.21003549248854347,1.8698421359932134
3a7c04d2bd7807eb,4467,pedestrian,1.0,0.04413658277778969,0.07546305305468282,0.12412077063326692,0.1999181050723931,1.8698860209031165
3a7c04d2bd7807eb,4470,pedestrian,1.0,0.04707363383037938,0.10461947610458419,0.11049004027403075,0.15892218118123866,1.8698860209031165
3a7c04d2bd7807eb,4506,pedestrian,1.0,0.06745246261985491,0.06092030446406658,0.06496497979048141,0.0700436335059158,1.8698860209031165
3a7c04d2bd7807eb,4511,pedestrian,1.0,0.22109030067323285,0.9067277999882815,0.22620744025901796,0.9258813431802988,1.8698860209031165
3a7c04d2bd7807eb,4514,pedestrian,1.0,0.021335569057310808,0.03000518612398129,0.022666449857430975,0.01909950040706483,1.8698860209031165
3a7c04d2bd7807eb,4562,cyclist,1.0,0.16126703775759557,0.22330272757294417,0.3477350905959543,0.5879481732860632,1.8708949608224767
3b523aceb232aa6f,6911,pedestrian,1.0,0.06810786239505696,0.14120261413459576,0.15042066346311916,0.26859583112562363,1.8698860209031165
3b523aceb232aa6f,6935,pedestrian,1.0,0.08750770208133514,0.16886895644340305,0.10518565031077735,0.1988824091697875,1.8698860209031165
3b523aceb232aa6f,6942,pedestrian,1.0,0.04287448941393499,0.06549442501056567,0.06704930078023574,0.10708721154064364,1.8698860209031165
3b523aceb232aa6f,6994,cyclist,1.0,0.12777923511738104,0.15493053505045457,0.15646850800252288,0.18201285503070713,1.8697982495774224
3d00a93f0ba5e294,1049,pedestrian,1.0,0.16677744663882457,0.39860743685714456,0.16748638991114037,0.38818668255028643,1.872034560410646
3d00a93f0ba5e294,1050,pedestrian,1.0,0.1660787182091292,0.43252292730475644,0.11175544597007962,0.2894511138300996,1.872034560410646
3d00a93f0ba5e294,1066,pedestrian,1.0,0.04054474408203155,0.06150494125528208,0.04619991305666797,0.06532563160428546,1.8689202032617387
3d00a93f0ba5e294,1067,pedestrian,1.0,0.04457907707651494,0.07862079279640374,0.039278716999649806,0.06021006850531862,1.8688762849576528
3f1599e8fa742bad,3785,pedestrian,1.0,0.05117576993829237,0.10927338771138885,0.12054569473475144,0.223983952917036,1.869754361654591
3f1599e8fa742bad,3786,pedestrian,1.0,0.039208116809416396,0.10832797061298063,0.15837952912882533,0.2958294260065181,1.869754361654591
3f1599e8fa742bad,4247,cyclist,1.0,0.18409790017791489,0.3613124419146516,0.3995760084417098,0.68879981049324,1.8697543616545909
44d9923b627f376c,5157,pedestrian,1.0,0.024070314923174078,0.03559526465638449,0.11501653221218933,0.13076216868869922,1.8697982495774224
44d9923b627f376c,5160,pedestrian,1.0,0.030447037976503277,0.06252689329376097,0.12005100977510677,0.2106516317293915,1.8697543616545909
45856054906e76f1,243,cyclist,1.0,0.07106180923493569,0.12549441131987726,0.5966115380668899,0.9682453745075993,1.8694910024058378
4a013cdb54b260bf,758,pedestrian,1.0,0.03682100361216627,0.05222281443098053,0.11663003301830566,0.1743706388903207,1.869710472223581
4a013cdb54b260bf,764,pedestrian,1.0,0.1474095095868331,0.2913903243112735,0.08518520423439399,0.1839176861164607,1.8697543616545909
4a013cdb54b260bf,776,pedestrian,1.0,0.11074175129141946,0.15921817249946696,0.21832603802982314,0.32268561785612804,1.8697543616545909
