scenario_id,agent_id,object_type,predictor,ade,fde,beam_timing_error_s,proactive_gain_s,final_uncertainty
371a64917512b4c9,7285,pedestrian,CV,0.5736961775034762,1.2485247805420028,,0.0,2.0
371a64917512b4c9,7286,pedestrian,CV,0.21377981035673713,0.6893475180486098,,0.0,2.0
371a64917512b4c9,7287,pedestrian,CV,0.1356588248045609,0.2439525705101081,,0.0,2.0
371a64917512b4c9,7288,pedestrian,CV,0.19135724438278504,0.36575711441483777,,0.0,2.0
371a64917512b4c9,7289,pedestrian,CV,0.46801752750299885,0.7332382681489127,,0.0,2.0
371a64917512b4c9,7290,pedestrian,CV,0.16753364195736714,0.35470330032317043,,0.0,2.0
371a64917512b4c9,7291,pedestrian,CV,0.31138728064597404,0.7538622253407659,0.0,0.0,2.0
371a64917512b4c9,7292,pedestrian,CV,0.09867931520536985,0.11731768683402785,0.0,0.0,2.0
371a64917512b4c9,7293,pedestrian,KF,0.2454293278810648,0.8625969842130364,,0.0,9.010376766856469
371a64917512b4c9,7294,pedestrian,CV,0.5722965055121876,1.2695609951926385,,0.0,2.0
371a64917512b4c9,7295,pedestrian,CV,0.16119055578725738,0.5165422215971092,,0.0,2.0
371a64917512b4c9,7296,pedestrian,CV,0.049001476584622894,0.05138910339316979,0.0,0.0,2.0
371a64917512b4c9,7299,pedestrian,CV,0.21419532677736564,0.6019565995793528,,0.0,2.0
371a64917512b4c9,7300,pedestrian,CV,0.11445885565717802,0.18952222126682905,0.0,0.0,2.0
371a64917512b4c9,7301,pedestrian,CV,0.10679993469240893,0.10353498462364598,0.0,0.0,2.0
371a64917512b4c9,7304,pedestrian,CV,0.1752660146846448,0.39303636209374787,0.0,0.0,2.0
371a64917512b4c9,7305,pedestrian,KF,0.09026496201683515,0.10951070869699243,,0.0,9.010376766856469
371a64917512b4c9,7309,pedestrian,CV,0.35289131111417776,0.8669661838723735,,0.0,2.0
371a64917512b4c9,7317,pedestrian,KF,0.06947290916633027,0.08438476184099256,,0.0,9.010376766856469
371a64917512b4c9,7342,pedestrian,CV,0.6912499687236355,1.4581709643974907,,0.0,2.0
3a0389c235a0eaa1,1156,pedestrian,CV,0.3678022301579605,1.0236588849029202,0.0,0.0,2.0
3a79684106fe2fdf,1514,pedestrian,CV,0.2746278738605522,0.6375007850470888,,0.0,2.0
3a79684106fe2fdf,1515,pedestrian,KF,2.987041585931648,6.591581881080042,,0.0,9.009880842318958
3a7c04d2bd7807eb,4467,pedestrian,CV,0.15289096505938435,0.43571346811312534,,0.0,2.0
3a7c04d2bd7807eb,4470,pedestrian,CV,0.24361433620499226,0.6868629938003257,,0.0,2.0
3b523aceb232aa6f,6911,pedestrian,CV,0.2705137922940464,0.3041525131997664,,0.0,2.0
3b523aceb232aa6f,6942,pedestrian,KF,0.3132043041721994,0.7040111414170717,,0.0,9.01186455959754
3b523aceb232aa6f,6994,cyclist,KF,0.5120433625667716,1.966783560948323,,0.0,9.010872694579719
3f1599e8fa742bad,3785,pedestrian,CV,0.45143822601424005,1.139835534683477,,0.0,2.0
3f1599e8fa742bad,3786,pedestrian,CV,0.196400919820538,0.6503031017966734,,0.0,2.0
45856054906e76f1,243,cyclist,CV,0.3107637699111098,0.5896396856981847,,0.0,2.0
4a013cdb54b260bf,1667,cyclist,KF,5.1492380834111655,11.63865210534531,,0.0,9.01037676685647
4a6ce418c2519b1,3673,pedestrian,CV,1.3889413671614124,3.1134265377021175,,0.0,2.0
